"AGEGROUP","SEX","MUNTY","POPULATION","REGION","PROVINCE","DISTRICT","CD_REFNIS"
"30-39","All","Elsene",18785,"Brussels","Brussel","Brussel-Hoofdstad",21009
"40-49","All","Elsene",12343,"Brussels","Brussel","Brussel-Hoofdstad",21009
"50-59","All","Elsene",9409,"Brussels","Brussel","Brussel-Hoofdstad",21009
"60-69","All","Elsene",6621,"Brussels","Brussel","Brussel-Hoofdstad",21009
"70-79","All","Elsene",4168,"Brussels","Brussel","Brussel-Hoofdstad",21009
"80-89","All","Elsene",2139,"Brussels","Brussel","Brussel-Hoofdstad",21009
"90+","All","Elsene",597,"Brussels","Brussel","Brussel-Hoofdstad",21009
"All","All","Elsene",87632,"Brussels","Brussel","Brussel-Hoofdstad",21009
"0-9","F","Enghien",713,"Wallonia","Hainaut","Ath",51067
"10-19","F","Enghien",907,"Wallonia","Hainaut","Ath",51067
"20-29","F","Enghien",844,"Wallonia","Hainaut","Ath",51067
"30-39","F","Enghien",833,"Wallonia","Hainaut","Ath",51067
"40-49","F","Enghien",1008,"Wallonia","Hainaut","Ath",51067
"50-59","F","Enghien",961,"Wallonia","Hainaut","Ath",51067
"60-69","F","Enghien",832,"Wallonia","Hainaut","Ath",51067
"70-79","F","Enghien",644,"Wallonia","Hainaut","Ath",51067
"80-89","F","Enghien",382,"Wallonia","Hainaut","Ath",51067
"90+","F","Enghien",108,"Wallonia","Hainaut","Ath",51067
"All","F","Enghien",7232,"Wallonia","Hainaut","Ath",51067
"0-9","M","Enghien",785,"Wallonia","Hainaut","Ath",51067
"10-19","M","Enghien",921,"Wallonia","Hainaut","Ath",51067
"20-29","M","Enghien",833,"Wallonia","Hainaut","Ath",51067
"30-39","M","Enghien",803,"Wallonia","Hainaut","Ath",51067
"40-49","M","Enghien",974,"Wallonia","Hainaut","Ath",51067
"50-59","M","Enghien",1009,"Wallonia","Hainaut","Ath",51067
"60-69","M","Enghien",743,"Wallonia","Hainaut","Ath",51067
"70-79","M","Enghien",503,"Wallonia","Hainaut","Ath",51067
"80-89","M","Enghien",226,"Wallonia","Hainaut","Ath",51067
"90+","M","Enghien",32,"Wallonia","Hainaut","Ath",51067
"All","M","Enghien",6829,"Wallonia","Hainaut","Ath",51067
"0-9","All","Enghien",1498,"Wallonia","Hainaut","Ath",51067
"10-19","All","Enghien",1828,"Wallonia","Hainaut","Ath",51067
"20-29","All","Enghien",1677,"Wallonia","Hainaut","Ath",51067
"30-39","All","Enghien",1636,"Wallonia","Hainaut","Ath",51067
"40-49","All","Enghien",1982,"Wallonia","Hainaut","Ath",51067
"50-59","All","Enghien",1970,"Wallonia","Hainaut","Ath",51067
"60-69","All","Enghien",1575,"Wallonia","Hainaut","Ath",51067
"70-79","All","Enghien",1147,"Wallonia","Hainaut","Ath",51067
"80-89","All","Enghien",608,"Wallonia","Hainaut","Ath",51067
"90+","All","Enghien",140,"Wallonia","Hainaut","Ath",51067
"All","All","Enghien",14061,"Wallonia","Hainaut","Ath",51067
"0-9","F","Engis",335,"Wallonia","Liège","Huy",61080
"10-19","F","Engis",410,"Wallonia","Liège","Huy",61080
"20-29","F","Engis",399,"Wallonia","Liège","Huy",61080
"30-39","F","Engis",410,"Wallonia","Liège","Huy",61080
"40-49","F","Engis",425,"Wallonia","Liège","Huy",61080
"50-59","F","Engis",431,"Wallonia","Liège","Huy",61080
"60-69","F","Engis",343,"Wallonia","Liège","Huy",61080
"70-79","F","Engis",226,"Wallonia","Liège","Huy",61080
"80-89","F","Engis",119,"Wallonia","Liège","Huy",61080
"90+","F","Engis",28,"Wallonia","Liège","Huy",61080
"All","F","Engis",3126,"Wallonia","Liège","Huy",61080
"0-9","M","Engis",397,"Wallonia","Liège","Huy",61080
"10-19","M","Engis",415,"Wallonia","Liège","Huy",61080
"20-29","M","Engis",414,"Wallonia","Liège","Huy",61080
"30-39","M","Engis",414,"Wallonia","Liège","Huy",61080
"40-49","M","Engis",413,"Wallonia","Liège","Huy",61080
"50-59","M","Engis",409,"Wallonia","Liège","Huy",61080
"60-69","M","Engis",312,"Wallonia","Liège","Huy",61080
"70-79","M","Engis",207,"Wallonia","Liège","Huy",61080
"80-89","M","Engis",94,"Wallonia","Liège","Huy",61080
"90+","M","Engis",8,"Wallonia","Liège","Huy",61080
"All","M","Engis",3083,"Wallonia","Liège","Huy",61080
"0-9","All","Engis",732,"Wallonia","Liège","Huy",61080
"10-19","All","Engis",825,"Wallonia","Liège","Huy",61080
"20-29","All","Engis",813,"Wallonia","Liège","Huy",61080
"30-39","All","Engis",824,"Wallonia","Liège","Huy",61080
"40-49","All","Engis",838,"Wallonia","Liège","Huy",61080
"50-59","All","Engis",840,"Wallonia","Liège","Huy",61080
"60-69","All","Engis",655,"Wallonia","Liège","Huy",61080
"70-79","All","Engis",433,"Wallonia","Liège","Huy",61080
"80-89","All","Engis",213,"Wallonia","Liège","Huy",61080
"90+","All","Engis",36,"Wallonia","Liège","Huy",61080
"All","All","Engis",6209,"Wallonia","Liège","Huy",61080
"0-9","F","Erezée",140,"Wallonia","Luxembourg","Marche-en-Famenne",83013
"10-19","F","Erezée",168,"Wallonia","Luxembourg","Marche-en-Famenne",83013
"20-29","F","Erezée",187,"Wallonia","Luxembourg","Marche-en-Famenne",83013
"30-39","F","Erezée",171,"Wallonia","Luxembourg","Marche-en-Famenne",83013
"40-49","F","Erezée",191,"Wallonia","Luxembourg","Marche-en-Famenne",83013
"50-59","F","Erezée",272,"Wallonia","Luxembourg","Marche-en-Famenne",83013
"60-69","F","Erezée",231,"Wallonia","Luxembourg","Marche-en-Famenne",83013
"70-79","F","Erezée",134,"Wallonia","Luxembourg","Marche-en-Famenne",83013
"80-89","F","Erezée",84,"Wallonia","Luxembourg","Marche-en-Famenne",83013
"90+","F","Erezée",24,"Wallonia","Luxembourg","Marche-en-Famenne",83013
"All","F","Erezée",1602,"Wallonia","Luxembourg","Marche-en-Famenne",83013
"0-9","M","Erezée",160,"Wallonia","Luxembourg","Marche-en-Famenne",83013
"10-19","M","Erezée",190,"Wallonia","Luxembourg","Marche-en-Famenne",83013
"20-29","M","Erezée",200,"Wallonia","Luxembourg","Marche-en-Famenne",83013
"30-39","M","Erezée",198,"Wallonia","Luxembourg","Marche-en-Famenne",83013
"40-49","M","Erezée",183,"Wallonia","Luxembourg","Marche-en-Famenne",83013
"50-59","M","Erezée",278,"Wallonia","Luxembourg","Marche-en-Famenne",83013
"60-69","M","Erezée",248,"Wallonia","Luxembourg","Marche-en-Famenne",83013
"70-79","M","Erezée",141,"Wallonia","Luxembourg","Marche-en-Famenne",83013
"80-89","M","Erezée",59,"Wallonia","Luxembourg","Marche-en-Famenne",83013
"90+","M","Erezée",8,"Wallonia","Luxembourg","Marche-en-Famenne",83013
"All","M","Erezée",1665,"Wallonia","Luxembourg","Marche-en-Famenne",83013
"0-9","All","Erezée",300,"Wallonia","Luxembourg","Marche-en-Famenne",83013
"10-19","All","Erezée",358,"Wallonia","Luxembourg","Marche-en-Famenne",83013
"20-29","All","Erezée",387,"Wallonia","Luxembourg","Marche-en-Famenne",83013
"30-39","All","Erezée",369,"Wallonia","Luxembourg","Marche-en-Famenne",83013
"40-49","All","Erezée",374,"Wallonia","Luxembourg","Marche-en-Famenne",83013
"50-59","All","Erezée",550,"Wallonia","Luxembourg","Marche-en-Famenne",83013
"60-69","All","Erezée",479,"Wallonia","Luxembourg","Marche-en-Famenne",83013
"70-79","All","Erezée",275,"Wallonia","Luxembourg","Marche-en-Famenne",83013
"80-89","All","Erezée",143,"Wallonia","Luxembourg","Marche-en-Famenne",83013
"90+","All","Erezée",32,"Wallonia","Luxembourg","Marche-en-Famenne",83013
"All","All","Erezée",3267,"Wallonia","Luxembourg","Marche-en-Famenne",83013
"0-9","F","Erpe-Mere",961,"Flanders","Oost-Vlaanderen","Aalst",41082
"10-19","F","Erpe-Mere",999,"Flanders","Oost-Vlaanderen","Aalst",41082
"20-29","F","Erpe-Mere",1021,"Flanders","Oost-Vlaanderen","Aalst",41082
"30-39","F","Erpe-Mere",1262,"Flanders","Oost-Vlaanderen","Aalst",41082
"40-49","F","Erpe-Mere",1281,"Flanders","Oost-Vlaanderen","Aalst",41082
"50-59","F","Erpe-Mere",1537,"Flanders","Oost-Vlaanderen","Aalst",41082
"60-69","F","Erpe-Mere",1297,"Flanders","Oost-Vlaanderen","Aalst",41082
"70-79","F","Erpe-Mere",908,"Flanders","Oost-Vlaanderen","Aalst",41082
"80-89","F","Erpe-Mere",720,"Flanders","Oost-Vlaanderen","Aalst",41082
"90+","F","Erpe-Mere",204,"Flanders","Oost-Vlaanderen","Aalst",41082
"All","F","Erpe-Mere",10190,"Flanders","Oost-Vlaanderen","Aalst",41082
"0-9","M","Erpe-Mere",1054,"Flanders","Oost-Vlaanderen","Aalst",41082
"10-19","M","Erpe-Mere",1035,"Flanders","Oost-Vlaanderen","Aalst",41082
"20-29","M","Erpe-Mere",1083,"Flanders","Oost-Vlaanderen","Aalst",41082
"30-39","M","Erpe-Mere",1260,"Flanders","Oost-Vlaanderen","Aalst",41082
"40-49","M","Erpe-Mere",1314,"Flanders","Oost-Vlaanderen","Aalst",41082
"50-59","M","Erpe-Mere",1525,"Flanders","Oost-Vlaanderen","Aalst",41082
"60-69","M","Erpe-Mere",1329,"Flanders","Oost-Vlaanderen","Aalst",41082
"70-79","M","Erpe-Mere",835,"Flanders","Oost-Vlaanderen","Aalst",41082
"80-89","M","Erpe-Mere",446,"Flanders","Oost-Vlaanderen","Aalst",41082
"90+","M","Erpe-Mere",75,"Flanders","Oost-Vlaanderen","Aalst",41082
"All","M","Erpe-Mere",9956,"Flanders","Oost-Vlaanderen","Aalst",41082
"0-9","All","Erpe-Mere",2015,"Flanders","Oost-Vlaanderen","Aalst",41082
"10-19","All","Erpe-Mere",2034,"Flanders","Oost-Vlaanderen","Aalst",41082
"20-29","All","Erpe-Mere",2104,"Flanders","Oost-Vlaanderen","Aalst",41082
"30-39","All","Erpe-Mere",2522,"Flanders","Oost-Vlaanderen","Aalst",41082
"40-49","All","Erpe-Mere",2595,"Flanders","Oost-Vlaanderen","Aalst",41082
"50-59","All","Erpe-Mere",3062,"Flanders","Oost-Vlaanderen","Aalst",41082
"60-69","All","Erpe-Mere",2626,"Flanders","Oost-Vlaanderen","Aalst",41082
"70-79","All","Erpe-Mere",1743,"Flanders","Oost-Vlaanderen","Aalst",41082
"80-89","All","Erpe-Mere",1166,"Flanders","Oost-Vlaanderen","Aalst",41082
"90+","All","Erpe-Mere",279,"Flanders","Oost-Vlaanderen","Aalst",41082
"All","All","Erpe-Mere",20146,"Flanders","Oost-Vlaanderen","Aalst",41082
"0-9","F","Erquelinnes",529,"Wallonia","Hainaut","Thuin",56022
"10-19","F","Erquelinnes",650,"Wallonia","Hainaut","Thuin",56022
"20-29","F","Erquelinnes",590,"Wallonia","Hainaut","Thuin",56022
"30-39","F","Erquelinnes",603,"Wallonia","Hainaut","Thuin",56022
"40-49","F","Erquelinnes",651,"Wallonia","Hainaut","Thuin",56022
"50-59","F","Erquelinnes",675,"Wallonia","Hainaut","Thuin",56022
"60-69","F","Erquelinnes",663,"Wallonia","Hainaut","Thuin",56022
"70-79","F","Erquelinnes",402,"Wallonia","Hainaut","Thuin",56022
"80-89","F","Erquelinnes",285,"Wallonia","Hainaut","Thuin",56022
"90+","F","Erquelinnes",72,"Wallonia","Hainaut","Thuin",56022
"All","F","Erquelinnes",5120,"Wallonia","Hainaut","Thuin",56022
"0-9","M","Erquelinnes",566,"Wallonia","Hainaut","Thuin",56022
"10-19","M","Erquelinnes",659,"Wallonia","Hainaut","Thuin",56022
"20-29","M","Erquelinnes",636,"Wallonia","Hainaut","Thuin",56022
"30-39","M","Erquelinnes",613,"Wallonia","Hainaut","Thuin",56022
"40-49","M","Erquelinnes",653,"Wallonia","Hainaut","Thuin",56022
"50-59","M","Erquelinnes",678,"Wallonia","Hainaut","Thuin",56022
"60-69","M","Erquelinnes",584,"Wallonia","Hainaut","Thuin",56022
"70-79","M","Erquelinnes",316,"Wallonia","Hainaut","Thuin",56022
"80-89","M","Erquelinnes",137,"Wallonia","Hainaut","Thuin",56022
"90+","M","Erquelinnes",24,"Wallonia","Hainaut","Thuin",56022
"All","M","Erquelinnes",4866,"Wallonia","Hainaut","Thuin",56022
"0-9","All","Erquelinnes",1095,"Wallonia","Hainaut","Thuin",56022
"10-19","All","Erquelinnes",1309,"Wallonia","Hainaut","Thuin",56022
"20-29","All","Erquelinnes",1226,"Wallonia","Hainaut","Thuin",56022
"30-39","All","Erquelinnes",1216,"Wallonia","Hainaut","Thuin",56022
"40-49","All","Erquelinnes",1304,"Wallonia","Hainaut","Thuin",56022
"50-59","All","Erquelinnes",1353,"Wallonia","Hainaut","Thuin",56022
"60-69","All","Erquelinnes",1247,"Wallonia","Hainaut","Thuin",56022
"70-79","All","Erquelinnes",718,"Wallonia","Hainaut","Thuin",56022
"80-89","All","Erquelinnes",422,"Wallonia","Hainaut","Thuin",56022
"90+","All","Erquelinnes",96,"Wallonia","Hainaut","Thuin",56022
"All","All","Erquelinnes",9986,"Wallonia","Hainaut","Thuin",56022
"0-9","F","Esneux",609,"Wallonia","Liège","Liège",62032
"10-19","F","Esneux",672,"Wallonia","Liège","Liège",62032
"20-29","F","Esneux",726,"Wallonia","Liège","Liège",62032
"30-39","F","Esneux",790,"Wallonia","Liège","Liège",62032
"40-49","F","Esneux",793,"Wallonia","Liège","Liège",62032
"50-59","F","Esneux",950,"Wallonia","Liège","Liège",62032
"60-69","F","Esneux",957,"Wallonia","Liège","Liège",62032
"70-79","F","Esneux",680,"Wallonia","Liège","Liège",62032
"80-89","F","Esneux",393,"Wallonia","Liège","Liège",62032
"90+","F","Esneux",114,"Wallonia","Liège","Liège",62032
"All","F","Esneux",6684,"Wallonia","Liège","Liège",62032
"0-9","M","Esneux",614,"Wallonia","Liège","Liège",62032
"10-19","M","Esneux",670,"Wallonia","Liège","Liège",62032
"20-29","M","Esneux",806,"Wallonia","Liège","Liège",62032
"30-39","M","Esneux",769,"Wallonia","Liège","Liège",62032
"40-49","M","Esneux",769,"Wallonia","Liège","Liège",62032
"50-59","M","Esneux",909,"Wallonia","Liège","Liège",62032
"60-69","M","Esneux",899,"Wallonia","Liège","Liège",62032
"70-79","M","Esneux",579,"Wallonia","Liège","Liège",62032
"80-89","M","Esneux",280,"Wallonia","Liège","Liège",62032
"90+","M","Esneux",36,"Wallonia","Liège","Liège",62032
"All","M","Esneux",6331,"Wallonia","Liège","Liège",62032
"0-9","All","Esneux",1223,"Wallonia","Liège","Liège",62032
"10-19","All","Esneux",1342,"Wallonia","Liège","Liège",62032
"20-29","All","Esneux",1532,"Wallonia","Liège","Liège",62032
"30-39","All","Esneux",1559,"Wallonia","Liège","Liège",62032
"40-49","All","Esneux",1562,"Wallonia","Liège","Liège",62032
"50-59","All","Esneux",1859,"Wallonia","Liège","Liège",62032
"60-69","All","Esneux",1856,"Wallonia","Liège","Liège",62032
"70-79","All","Esneux",1259,"Wallonia","Liège","Liège",62032
"80-89","All","Esneux",673,"Wallonia","Liège","Liège",62032
"90+","All","Esneux",150,"Wallonia","Liège","Liège",62032
"All","All","Esneux",13015,"Wallonia","Liège","Liège",62032
"0-9","F","Essen",1102,"Flanders","Antwerpen","Antwerpen",11016
"10-19","F","Essen",1010,"Flanders","Antwerpen","Antwerpen",11016
"20-29","F","Essen",1131,"Flanders","Antwerpen","Antwerpen",11016
"30-39","F","Essen",1147,"Flanders","Antwerpen","Antwerpen",11016
"40-49","F","Essen",1201,"Flanders","Antwerpen","Antwerpen",11016
"50-59","F","Essen",1475,"Flanders","Antwerpen","Antwerpen",11016
"60-69","F","Essen",1176,"Flanders","Antwerpen","Antwerpen",11016
"70-79","F","Essen",830,"Flanders","Antwerpen","Antwerpen",11016
"80-89","F","Essen",431,"Flanders","Antwerpen","Antwerpen",11016
"90+","F","Essen",79,"Flanders","Antwerpen","Antwerpen",11016
"All","F","Essen",9582,"Flanders","Antwerpen","Antwerpen",11016
"0-9","M","Essen",1081,"Flanders","Antwerpen","Antwerpen",11016
"10-19","M","Essen",1117,"Flanders","Antwerpen","Antwerpen",11016
"20-29","M","Essen",1138,"Flanders","Antwerpen","Antwerpen",11016
"30-39","M","Essen",1148,"Flanders","Antwerpen","Antwerpen",11016
"40-49","M","Essen",1181,"Flanders","Antwerpen","Antwerpen",11016
"50-59","M","Essen",1512,"Flanders","Antwerpen","Antwerpen",11016
"60-69","M","Essen",1222,"Flanders","Antwerpen","Antwerpen",11016
"70-79","M","Essen",785,"Flanders","Antwerpen","Antwerpen",11016
"80-89","M","Essen",345,"Flanders","Antwerpen","Antwerpen",11016
"90+","M","Essen",51,"Flanders","Antwerpen","Antwerpen",11016
"All","M","Essen",9580,"Flanders","Antwerpen","Antwerpen",11016
"0-9","All","Essen",2183,"Flanders","Antwerpen","Antwerpen",11016
"10-19","All","Essen",2127,"Flanders","Antwerpen","Antwerpen",11016
"20-29","All","Essen",2269,"Flanders","Antwerpen","Antwerpen",11016
"30-39","All","Essen",2295,"Flanders","Antwerpen","Antwerpen",11016
"40-49","All","Essen",2382,"Flanders","Antwerpen","Antwerpen",11016
"50-59","All","Essen",2987,"Flanders","Antwerpen","Antwerpen",11016
"60-69","All","Essen",2398,"Flanders","Antwerpen","Antwerpen",11016
"70-79","All","Essen",1615,"Flanders","Antwerpen","Antwerpen",11016
"80-89","All","Essen",776,"Flanders","Antwerpen","Antwerpen",11016
"90+","All","Essen",130,"Flanders","Antwerpen","Antwerpen",11016
"All","All","Essen",19162,"Flanders","Antwerpen","Antwerpen",11016
"0-9","F","Estaimpuis",601,"Wallonia","Hainaut","Tournai-Mouscron",57027
"10-19","F","Estaimpuis",628,"Wallonia","Hainaut","Tournai-Mouscron",57027
"20-29","F","Estaimpuis",539,"Wallonia","Hainaut","Tournai-Mouscron",57027
"30-39","F","Estaimpuis",710,"Wallonia","Hainaut","Tournai-Mouscron",57027
"40-49","F","Estaimpuis",753,"Wallonia","Hainaut","Tournai-Mouscron",57027
"50-59","F","Estaimpuis",734,"Wallonia","Hainaut","Tournai-Mouscron",57027
"60-69","F","Estaimpuis",654,"Wallonia","Hainaut","Tournai-Mouscron",57027
"70-79","F","Estaimpuis",407,"Wallonia","Hainaut","Tournai-Mouscron",57027
"80-89","F","Estaimpuis",254,"Wallonia","Hainaut","Tournai-Mouscron",57027
"90+","F","Estaimpuis",96,"Wallonia","Hainaut","Tournai-Mouscron",57027
"All","F","Estaimpuis",5376,"Wallonia","Hainaut","Tournai-Mouscron",57027
"0-9","M","Estaimpuis",650,"Wallonia","Hainaut","Tournai-Mouscron",57027
"10-19","M","Estaimpuis",692,"Wallonia","Hainaut","Tournai-Mouscron",57027
"20-29","M","Estaimpuis",560,"Wallonia","Hainaut","Tournai-Mouscron",57027
"30-39","M","Estaimpuis",686,"Wallonia","Hainaut","Tournai-Mouscron",57027
"40-49","M","Estaimpuis",745,"Wallonia","Hainaut","Tournai-Mouscron",57027
"50-59","M","Estaimpuis",724,"Wallonia","Hainaut","Tournai-Mouscron",57027
"60-69","M","Estaimpuis",629,"Wallonia","Hainaut","Tournai-Mouscron",57027
"70-79","M","Estaimpuis",357,"Wallonia","Hainaut","Tournai-Mouscron",57027
"80-89","M","Estaimpuis",128,"Wallonia","Hainaut","Tournai-Mouscron",57027
"90+","M","Estaimpuis",19,"Wallonia","Hainaut","Tournai-Mouscron",57027
"All","M","Estaimpuis",5190,"Wallonia","Hainaut","Tournai-Mouscron",57027
"0-9","All","Estaimpuis",1251,"Wallonia","Hainaut","Tournai-Mouscron",57027
"10-19","All","Estaimpuis",1320,"Wallonia","Hainaut","Tournai-Mouscron",57027
"20-29","All","Estaimpuis",1099,"Wallonia","Hainaut","Tournai-Mouscron",57027
"30-39","All","Estaimpuis",1396,"Wallonia","Hainaut","Tournai-Mouscron",57027
"40-49","All","Estaimpuis",1498,"Wallonia","Hainaut","Tournai-Mouscron",57027
"50-59","All","Estaimpuis",1458,"Wallonia","Hainaut","Tournai-Mouscron",57027
"60-69","All","Estaimpuis",1283,"Wallonia","Hainaut","Tournai-Mouscron",57027
"70-79","All","Estaimpuis",764,"Wallonia","Hainaut","Tournai-Mouscron",57027
"80-89","All","Estaimpuis",382,"Wallonia","Hainaut","Tournai-Mouscron",57027
"90+","All","Estaimpuis",115,"Wallonia","Hainaut","Tournai-Mouscron",57027
"All","All","Estaimpuis",10566,"Wallonia","Hainaut","Tournai-Mouscron",57027
"0-9","F","Estinnes",390,"Wallonia","Hainaut","La Louvière",58003
"10-19","F","Estinnes",489,"Wallonia","Hainaut","La Louvière",58003
"20-29","F","Estinnes",422,"Wallonia","Hainaut","La Louvière",58003
"30-39","F","Estinnes",475,"Wallonia","Hainaut","La Louvière",58003
"40-49","F","Estinnes",543,"Wallonia","Hainaut","La Louvière",58003
"50-59","F","Estinnes",540,"Wallonia","Hainaut","La Louvière",58003
"60-69","F","Estinnes",506,"Wallonia","Hainaut","La Louvière",58003
"70-79","F","Estinnes",330,"Wallonia","Hainaut","La Louvière",58003
"80-89","F","Estinnes",176,"Wallonia","Hainaut","La Louvière",58003
"90+","F","Estinnes",42,"Wallonia","Hainaut","La Louvière",58003
"All","F","Estinnes",3913,"Wallonia","Hainaut","La Louvière",58003
"0-9","M","Estinnes",416,"Wallonia","Hainaut","La Louvière",58003
"10-19","M","Estinnes",523,"Wallonia","Hainaut","La Louvière",58003
"20-29","M","Estinnes",452,"Wallonia","Hainaut","La Louvière",58003
"30-39","M","Estinnes",458,"Wallonia","Hainaut","La Louvière",58003
"40-49","M","Estinnes",573,"Wallonia","Hainaut","La Louvière",58003
"50-59","M","Estinnes",568,"Wallonia","Hainaut","La Louvière",58003
"60-69","M","Estinnes",458,"Wallonia","Hainaut","La Louvière",58003
"70-79","M","Estinnes",288,"Wallonia","Hainaut","La Louvière",58003
"80-89","M","Estinnes",98,"Wallonia","Hainaut","La Louvière",58003
"90+","M","Estinnes",12,"Wallonia","Hainaut","La Louvière",58003
"All","M","Estinnes",3846,"Wallonia","Hainaut","La Louvière",58003
"0-9","All","Estinnes",806,"Wallonia","Hainaut","La Louvière",58003
"10-19","All","Estinnes",1012,"Wallonia","Hainaut","La Louvière",58003
"20-29","All","Estinnes",874,"Wallonia","Hainaut","La Louvière",58003
"30-39","All","Estinnes",933,"Wallonia","Hainaut","La Louvière",58003
"40-49","All","Estinnes",1116,"Wallonia","Hainaut","La Louvière",58003
"50-59","All","Estinnes",1108,"Wallonia","Hainaut","La Louvière",58003
"60-69","All","Estinnes",964,"Wallonia","Hainaut","La Louvière",58003
"70-79","All","Estinnes",618,"Wallonia","Hainaut","La Louvière",58003
"80-89","All","Estinnes",274,"Wallonia","Hainaut","La Louvière",58003
"90+","All","Estinnes",54,"Wallonia","Hainaut","La Louvière",58003
"All","All","Estinnes",7759,"Wallonia","Hainaut","La Louvière",58003
"0-9","F","Etalle",318,"Wallonia","Luxembourg","Virton",85009
"10-19","F","Etalle",434,"Wallonia","Luxembourg","Virton",85009
"20-29","F","Etalle",380,"Wallonia","Luxembourg","Virton",85009
