"AGEGROUP","SEX","MUNTY","POPULATION","REGION","PROVINCE","DISTRICT","CD_REFNIS"
"30-39","All","Meise",2210,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23050
"40-49","All","Meise",2378,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23050
"50-59","All","Meise",2939,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23050
"60-69","All","Meise",2738,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23050
"70-79","All","Meise",1574,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23050
"80-89","All","Meise",1003,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23050
"90+","All","Meise",202,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23050
"All","All","Meise",19627,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23050
"0-9","F","Meix-devant-Virton",171,"Wallonia","Luxembourg","Virton",85024
"10-19","F","Meix-devant-Virton",178,"Wallonia","Luxembourg","Virton",85024
"20-29","F","Meix-devant-Virton",160,"Wallonia","Luxembourg","Virton",85024
"30-39","F","Meix-devant-Virton",181,"Wallonia","Luxembourg","Virton",85024
"40-49","F","Meix-devant-Virton",159,"Wallonia","Luxembourg","Virton",85024
"50-59","F","Meix-devant-Virton",188,"Wallonia","Luxembourg","Virton",85024
"60-69","F","Meix-devant-Virton",187,"Wallonia","Luxembourg","Virton",85024
"70-79","F","Meix-devant-Virton",125,"Wallonia","Luxembourg","Virton",85024
"80-89","F","Meix-devant-Virton",71,"Wallonia","Luxembourg","Virton",85024
"90+","F","Meix-devant-Virton",14,"Wallonia","Luxembourg","Virton",85024
"All","F","Meix-devant-Virton",1434,"Wallonia","Luxembourg","Virton",85024
"0-9","M","Meix-devant-Virton",166,"Wallonia","Luxembourg","Virton",85024
"10-19","M","Meix-devant-Virton",165,"Wallonia","Luxembourg","Virton",85024
"20-29","M","Meix-devant-Virton",164,"Wallonia","Luxembourg","Virton",85024
"30-39","M","Meix-devant-Virton",186,"Wallonia","Luxembourg","Virton",85024
"40-49","M","Meix-devant-Virton",173,"Wallonia","Luxembourg","Virton",85024
"50-59","M","Meix-devant-Virton",192,"Wallonia","Luxembourg","Virton",85024
"60-69","M","Meix-devant-Virton",172,"Wallonia","Luxembourg","Virton",85024
"70-79","M","Meix-devant-Virton",101,"Wallonia","Luxembourg","Virton",85024
"80-89","M","Meix-devant-Virton",49,"Wallonia","Luxembourg","Virton",85024
"90+","M","Meix-devant-Virton",8,"Wallonia","Luxembourg","Virton",85024
"All","M","Meix-devant-Virton",1376,"Wallonia","Luxembourg","Virton",85024
"0-9","All","Meix-devant-Virton",337,"Wallonia","Luxembourg","Virton",85024
"10-19","All","Meix-devant-Virton",343,"Wallonia","Luxembourg","Virton",85024
"20-29","All","Meix-devant-Virton",324,"Wallonia","Luxembourg","Virton",85024
"30-39","All","Meix-devant-Virton",367,"Wallonia","Luxembourg","Virton",85024
"40-49","All","Meix-devant-Virton",332,"Wallonia","Luxembourg","Virton",85024
"50-59","All","Meix-devant-Virton",380,"Wallonia","Luxembourg","Virton",85024
"60-69","All","Meix-devant-Virton",359,"Wallonia","Luxembourg","Virton",85024
"70-79","All","Meix-devant-Virton",226,"Wallonia","Luxembourg","Virton",85024
"80-89","All","Meix-devant-Virton",120,"Wallonia","Luxembourg","Virton",85024
"90+","All","Meix-devant-Virton",22,"Wallonia","Luxembourg","Virton",85024
"All","All","Meix-devant-Virton",2810,"Wallonia","Luxembourg","Virton",85024
"0-9","F","Melle",652,"Flanders","Oost-Vlaanderen","Gent",44040
"10-19","F","Melle",654,"Flanders","Oost-Vlaanderen","Gent",44040
"20-29","F","Melle",711,"Flanders","Oost-Vlaanderen","Gent",44040
"30-39","F","Melle",794,"Flanders","Oost-Vlaanderen","Gent",44040
"40-49","F","Melle",804,"Flanders","Oost-Vlaanderen","Gent",44040
"50-59","F","Melle",776,"Flanders","Oost-Vlaanderen","Gent",44040
"60-69","F","Melle",733,"Flanders","Oost-Vlaanderen","Gent",44040
"70-79","F","Melle",522,"Flanders","Oost-Vlaanderen","Gent",44040
"80-89","F","Melle",400,"Flanders","Oost-Vlaanderen","Gent",44040
"90+","F","Melle",88,"Flanders","Oost-Vlaanderen","Gent",44040
"All","F","Melle",6134,"Flanders","Oost-Vlaanderen","Gent",44040
"0-9","M","Melle",648,"Flanders","Oost-Vlaanderen","Gent",44040
"10-19","M","Melle",698,"Flanders","Oost-Vlaanderen","Gent",44040
"20-29","M","Melle",652,"Flanders","Oost-Vlaanderen","Gent",44040
"30-39","M","Melle",762,"Flanders","Oost-Vlaanderen","Gent",44040
"40-49","M","Melle",788,"Flanders","Oost-Vlaanderen","Gent",44040
"50-59","M","Melle",769,"Flanders","Oost-Vlaanderen","Gent",44040
"60-69","M","Melle",656,"Flanders","Oost-Vlaanderen","Gent",44040
"70-79","M","Melle",437,"Flanders","Oost-Vlaanderen","Gent",44040
"80-89","M","Melle",228,"Flanders","Oost-Vlaanderen","Gent",44040
"90+","M","Melle",39,"Flanders","Oost-Vlaanderen","Gent",44040
"All","M","Melle",5677,"Flanders","Oost-Vlaanderen","Gent",44040
"0-9","All","Melle",1300,"Flanders","Oost-Vlaanderen","Gent",44040
"10-19","All","Melle",1352,"Flanders","Oost-Vlaanderen","Gent",44040
"20-29","All","Melle",1363,"Flanders","Oost-Vlaanderen","Gent",44040
"30-39","All","Melle",1556,"Flanders","Oost-Vlaanderen","Gent",44040
"40-49","All","Melle",1592,"Flanders","Oost-Vlaanderen","Gent",44040
"50-59","All","Melle",1545,"Flanders","Oost-Vlaanderen","Gent",44040
"60-69","All","Melle",1389,"Flanders","Oost-Vlaanderen","Gent",44040
"70-79","All","Melle",959,"Flanders","Oost-Vlaanderen","Gent",44040
"80-89","All","Melle",628,"Flanders","Oost-Vlaanderen","Gent",44040
"90+","All","Melle",127,"Flanders","Oost-Vlaanderen","Gent",44040
"All","All","Melle",11811,"Flanders","Oost-Vlaanderen","Gent",44040
"0-9","F","Menen",1873,"Flanders","West-Vlaanderen","Kortrijk",34027
"10-19","F","Menen",1825,"Flanders","West-Vlaanderen","Kortrijk",34027
"20-29","F","Menen",1820,"Flanders","West-Vlaanderen","Kortrijk",34027
"30-39","F","Menen",2046,"Flanders","West-Vlaanderen","Kortrijk",34027
"40-49","F","Menen",2123,"Flanders","West-Vlaanderen","Kortrijk",34027
"50-59","F","Menen",2234,"Flanders","West-Vlaanderen","Kortrijk",34027
"60-69","F","Menen",1940,"Flanders","West-Vlaanderen","Kortrijk",34027
"70-79","F","Menen",1621,"Flanders","West-Vlaanderen","Kortrijk",34027
"80-89","F","Menen",1128,"Flanders","West-Vlaanderen","Kortrijk",34027
"90+","F","Menen",326,"Flanders","West-Vlaanderen","Kortrijk",34027
"All","F","Menen",16936,"Flanders","West-Vlaanderen","Kortrijk",34027
"0-9","M","Menen",1907,"Flanders","West-Vlaanderen","Kortrijk",34027
"10-19","M","Menen",2019,"Flanders","West-Vlaanderen","Kortrijk",34027
"20-29","M","Menen",1969,"Flanders","West-Vlaanderen","Kortrijk",34027
"30-39","M","Menen",2029,"Flanders","West-Vlaanderen","Kortrijk",34027
"40-49","M","Menen",2183,"Flanders","West-Vlaanderen","Kortrijk",34027
"50-59","M","Menen",2380,"Flanders","West-Vlaanderen","Kortrijk",34027
"60-69","M","Menen",1920,"Flanders","West-Vlaanderen","Kortrijk",34027
"70-79","M","Menen",1324,"Flanders","West-Vlaanderen","Kortrijk",34027
"80-89","M","Menen",761,"Flanders","West-Vlaanderen","Kortrijk",34027
"90+","M","Menen",112,"Flanders","West-Vlaanderen","Kortrijk",34027
"All","M","Menen",16604,"Flanders","West-Vlaanderen","Kortrijk",34027
"0-9","All","Menen",3780,"Flanders","West-Vlaanderen","Kortrijk",34027
"10-19","All","Menen",3844,"Flanders","West-Vlaanderen","Kortrijk",34027
"20-29","All","Menen",3789,"Flanders","West-Vlaanderen","Kortrijk",34027
"30-39","All","Menen",4075,"Flanders","West-Vlaanderen","Kortrijk",34027
"40-49","All","Menen",4306,"Flanders","West-Vlaanderen","Kortrijk",34027
"50-59","All","Menen",4614,"Flanders","West-Vlaanderen","Kortrijk",34027
"60-69","All","Menen",3860,"Flanders","West-Vlaanderen","Kortrijk",34027
"70-79","All","Menen",2945,"Flanders","West-Vlaanderen","Kortrijk",34027
"80-89","All","Menen",1889,"Flanders","West-Vlaanderen","Kortrijk",34027
"90+","All","Menen",438,"Flanders","West-Vlaanderen","Kortrijk",34027
"All","All","Menen",33540,"Flanders","West-Vlaanderen","Kortrijk",34027
"0-9","F","Merbes-le-Château",239,"Wallonia","Hainaut","Thuin",56049
"10-19","F","Merbes-le-Château",250,"Wallonia","Hainaut","Thuin",56049
"20-29","F","Merbes-le-Château",237,"Wallonia","Hainaut","Thuin",56049
"30-39","F","Merbes-le-Château",268,"Wallonia","Hainaut","Thuin",56049
"40-49","F","Merbes-le-Château",293,"Wallonia","Hainaut","Thuin",56049
"50-59","F","Merbes-le-Château",288,"Wallonia","Hainaut","Thuin",56049
"60-69","F","Merbes-le-Château",276,"Wallonia","Hainaut","Thuin",56049
"70-79","F","Merbes-le-Château",160,"Wallonia","Hainaut","Thuin",56049
"80-89","F","Merbes-le-Château",84,"Wallonia","Hainaut","Thuin",56049
"90+","F","Merbes-le-Château",18,"Wallonia","Hainaut","Thuin",56049
"All","F","Merbes-le-Château",2113,"Wallonia","Hainaut","Thuin",56049
"0-9","M","Merbes-le-Château",256,"Wallonia","Hainaut","Thuin",56049
"10-19","M","Merbes-le-Château",278,"Wallonia","Hainaut","Thuin",56049
"20-29","M","Merbes-le-Château",250,"Wallonia","Hainaut","Thuin",56049
"30-39","M","Merbes-le-Château",259,"Wallonia","Hainaut","Thuin",56049
"40-49","M","Merbes-le-Château",304,"Wallonia","Hainaut","Thuin",56049
"50-59","M","Merbes-le-Château",292,"Wallonia","Hainaut","Thuin",56049
"60-69","M","Merbes-le-Château",253,"Wallonia","Hainaut","Thuin",56049
"70-79","M","Merbes-le-Château",152,"Wallonia","Hainaut","Thuin",56049
"80-89","M","Merbes-le-Château",50,"Wallonia","Hainaut","Thuin",56049
"90+","M","Merbes-le-Château",5,"Wallonia","Hainaut","Thuin",56049
"All","M","Merbes-le-Château",2099,"Wallonia","Hainaut","Thuin",56049
"0-9","All","Merbes-le-Château",495,"Wallonia","Hainaut","Thuin",56049
"10-19","All","Merbes-le-Château",528,"Wallonia","Hainaut","Thuin",56049
"20-29","All","Merbes-le-Château",487,"Wallonia","Hainaut","Thuin",56049
"30-39","All","Merbes-le-Château",527,"Wallonia","Hainaut","Thuin",56049
"40-49","All","Merbes-le-Château",597,"Wallonia","Hainaut","Thuin",56049
"50-59","All","Merbes-le-Château",580,"Wallonia","Hainaut","Thuin",56049
"60-69","All","Merbes-le-Château",529,"Wallonia","Hainaut","Thuin",56049
"70-79","All","Merbes-le-Château",312,"Wallonia","Hainaut","Thuin",56049
"80-89","All","Merbes-le-Château",134,"Wallonia","Hainaut","Thuin",56049
"90+","All","Merbes-le-Château",23,"Wallonia","Hainaut","Thuin",56049
"All","All","Merbes-le-Château",4212,"Wallonia","Hainaut","Thuin",56049
"0-9","F","Merchtem",888,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23052
"10-19","F","Merchtem",887,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23052
"20-29","F","Merchtem",968,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23052
"30-39","F","Merchtem",1030,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23052
"40-49","F","Merchtem",1094,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23052
"50-59","F","Merchtem",1256,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23052
"60-69","F","Merchtem",1005,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23052
"70-79","F","Merchtem",735,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23052
"80-89","F","Merchtem",531,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23052
"90+","F","Merchtem",134,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23052
"All","F","Merchtem",8528,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23052
"0-9","M","Merchtem",935,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23052
"10-19","M","Merchtem",914,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23052
"20-29","M","Merchtem",1036,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23052
"30-39","M","Merchtem",1084,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23052
"40-49","M","Merchtem",1037,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23052
"50-59","M","Merchtem",1245,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23052
"60-69","M","Merchtem",959,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23052
"70-79","M","Merchtem",631,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23052
"80-89","M","Merchtem",351,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23052
"90+","M","Merchtem",46,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23052
"All","M","Merchtem",8238,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23052
"0-9","All","Merchtem",1823,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23052
"10-19","All","Merchtem",1801,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23052
"20-29","All","Merchtem",2004,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23052
"30-39","All","Merchtem",2114,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23052
"40-49","All","Merchtem",2131,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23052
"50-59","All","Merchtem",2501,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23052
"60-69","All","Merchtem",1964,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23052
"70-79","All","Merchtem",1366,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23052
"80-89","All","Merchtem",882,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23052
"90+","All","Merchtem",180,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23052
"All","All","Merchtem",16766,"Flanders","Vlaams-Brabant","Halle-Vilvoorde",23052
"0-9","F","Merelbeke",1229,"Flanders","Oost-Vlaanderen","Gent",44043
"10-19","F","Merelbeke",1313,"Flanders","Oost-Vlaanderen","Gent",44043
"20-29","F","Merelbeke",1358,"Flanders","Oost-Vlaanderen","Gent",44043
"30-39","F","Merelbeke",1595,"Flanders","Oost-Vlaanderen","Gent",44043
"40-49","F","Merelbeke",1688,"Flanders","Oost-Vlaanderen","Gent",44043
"50-59","F","Merelbeke",1832,"Flanders","Oost-Vlaanderen","Gent",44043
"60-69","F","Merelbeke",1470,"Flanders","Oost-Vlaanderen","Gent",44043
"70-79","F","Merelbeke",1165,"Flanders","Oost-Vlaanderen","Gent",44043
"80-89","F","Merelbeke",792,"Flanders","Oost-Vlaanderen","Gent",44043
"90+","F","Merelbeke",160,"Flanders","Oost-Vlaanderen","Gent",44043
"All","F","Merelbeke",12602,"Flanders","Oost-Vlaanderen","Gent",44043
"0-9","M","Merelbeke",1368,"Flanders","Oost-Vlaanderen","Gent",44043
"10-19","M","Merelbeke",1305,"Flanders","Oost-Vlaanderen","Gent",44043
"20-29","M","Merelbeke",1428,"Flanders","Oost-Vlaanderen","Gent",44043
"30-39","M","Merelbeke",1525,"Flanders","Oost-Vlaanderen","Gent",44043
"40-49","M","Merelbeke",1654,"Flanders","Oost-Vlaanderen","Gent",44043
"50-59","M","Merelbeke",1814,"Flanders","Oost-Vlaanderen","Gent",44043
"60-69","M","Merelbeke",1417,"Flanders","Oost-Vlaanderen","Gent",44043
"70-79","M","Merelbeke",1036,"Flanders","Oost-Vlaanderen","Gent",44043
"80-89","M","Merelbeke",531,"Flanders","Oost-Vlaanderen","Gent",44043
"90+","M","Merelbeke",76,"Flanders","Oost-Vlaanderen","Gent",44043
"All","M","Merelbeke",12154,"Flanders","Oost-Vlaanderen","Gent",44043
"0-9","All","Merelbeke",2597,"Flanders","Oost-Vlaanderen","Gent",44043
"10-19","All","Merelbeke",2618,"Flanders","Oost-Vlaanderen","Gent",44043
"20-29","All","Merelbeke",2786,"Flanders","Oost-Vlaanderen","Gent",44043
"30-39","All","Merelbeke",3120,"Flanders","Oost-Vlaanderen","Gent",44043
"40-49","All","Merelbeke",3342,"Flanders","Oost-Vlaanderen","Gent",44043
"50-59","All","Merelbeke",3646,"Flanders","Oost-Vlaanderen","Gent",44043
"60-69","All","Merelbeke",2887,"Flanders","Oost-Vlaanderen","Gent",44043
"70-79","All","Merelbeke",2201,"Flanders","Oost-Vlaanderen","Gent",44043
"80-89","All","Merelbeke",1323,"Flanders","Oost-Vlaanderen","Gent",44043
"90+","All","Merelbeke",236,"Flanders","Oost-Vlaanderen","Gent",44043
"All","All","Merelbeke",24756,"Flanders","Oost-Vlaanderen","Gent",44043
"0-9","F","Merksplas",425,"Flanders","Antwerpen","Turnhout",13023
"10-19","F","Merksplas",475,"Flanders","Antwerpen","Turnhout",13023
"20-29","F","Merksplas",478,"Flanders","Antwerpen","Turnhout",13023
"30-39","F","Merksplas",469,"Flanders","Antwerpen","Turnhout",13023
"40-49","F","Merksplas",551,"Flanders","Antwerpen","Turnhout",13023
"50-59","F","Merksplas",694,"Flanders","Antwerpen","Turnhout",13023
"60-69","F","Merksplas",563,"Flanders","Antwerpen","Turnhout",13023
"70-79","F","Merksplas",347,"Flanders","Antwerpen","Turnhout",13023
"80-89","F","Merksplas",188,"Flanders","Antwerpen","Turnhout",13023
"90+","F","Merksplas",41,"Flanders","Antwerpen","Turnhout",13023
"All","F","Merksplas",4231,"Flanders","Antwerpen","Turnhout",13023
"0-9","M","Merksplas",433,"Flanders","Antwerpen","Turnhout",13023
"10-19","M","Merksplas",505,"Flanders","Antwerpen","Turnhout",13023
"20-29","M","Merksplas",551,"Flanders","Antwerpen","Turnhout",13023
"30-39","M","Merksplas",488,"Flanders","Antwerpen","Turnhout",13023
"40-49","M","Merksplas",574,"Flanders","Antwerpen","Turnhout",13023
"50-59","M","Merksplas",672,"Flanders","Antwerpen","Turnhout",13023
"60-69","M","Merksplas",628,"Flanders","Antwerpen","Turnhout",13023
"70-79","M","Merksplas",359,"Flanders","Antwerpen","Turnhout",13023
"80-89","M","Merksplas",125,"Flanders","Antwerpen","Turnhout",13023
"90+","M","Merksplas",22,"Flanders","Antwerpen","Turnhout",13023
"All","M","Merksplas",4357,"Flanders","Antwerpen","Turnhout",13023
"0-9","All","Merksplas",858,"Flanders","Antwerpen","Turnhout",13023
"10-19","All","Merksplas",980,"Flanders","Antwerpen","Turnhout",13023
"20-29","All","Merksplas",1029,"Flanders","Antwerpen","Turnhout",13023
"30-39","All","Merksplas",957,"Flanders","Antwerpen","Turnhout",13023
"40-49","All","Merksplas",1125,"Flanders","Antwerpen","Turnhout",13023
"50-59","All","Merksplas",1366,"Flanders","Antwerpen","Turnhout",13023
"60-69","All","Merksplas",1191,"Flanders","Antwerpen","Turnhout",13023
"70-79","All","Merksplas",706,"Flanders","Antwerpen","Turnhout",13023
"80-89","All","Merksplas",313,"Flanders","Antwerpen","Turnhout",13023
"90+","All","Merksplas",63,"Flanders","Antwerpen","Turnhout",13023
"All","All","Merksplas",8588,"Flanders","Antwerpen","Turnhout",13023
"0-9","F","Mesen",76,"Flanders","West-Vlaanderen","Ieper",33016
"10-19","F","Mesen",57,"Flanders","West-Vlaanderen","Ieper",33016
"20-29","F","Mesen",55,"Flanders","West-Vlaanderen","Ieper",33016
"30-39","F","Mesen",88,"Flanders","West-Vlaanderen","Ieper",33016
"40-49","F","Mesen",61,"Flanders","West-Vlaanderen","Ieper",33016
"50-59","F","Mesen",57,"Flanders","West-Vlaanderen","Ieper",33016
"60-69","F","Mesen",62,"Flanders","West-Vlaanderen","Ieper",33016
"70-79","F","Mesen",40,"Flanders","West-Vlaanderen","Ieper",33016
"80-89","F","Mesen",30,"Flanders","West-Vlaanderen","Ieper",33016
"90+","F","Mesen",1,"Flanders","West-Vlaanderen","Ieper",33016
"All","F","Mesen",527,"Flanders","West-Vlaanderen","Ieper",33016
"0-9","M","Mesen",62,"Flanders","West-Vlaanderen","Ieper",33016
"10-19","M","Mesen",74,"Flanders","West-Vlaanderen","Ieper",33016
"20-29","M","Mesen",62,"Flanders","West-Vlaanderen","Ieper",33016
"30-39","M","Mesen",89,"Flanders","West-Vlaanderen","Ieper",33016
"40-49","M","Mesen",57,"Flanders","West-Vlaanderen","Ieper",33016
"50-59","M","Mesen",62,"Flanders","West-Vlaanderen","Ieper",33016
"60-69","M","Mesen",57,"Flanders","West-Vlaanderen","Ieper",33016
"70-79","M","Mesen",36,"Flanders","West-Vlaanderen","Ieper",33016
"80-89","M","Mesen",21,"Flanders","West-Vlaanderen","Ieper",33016
"90+","M","Mesen",0,"Flanders","West-Vlaanderen","Ieper",33016
"All","M","Mesen",520,"Flanders","West-Vlaanderen","Ieper",33016
"0-9","All","Mesen",138,"Flanders","West-Vlaanderen","Ieper",33016
"10-19","All","Mesen",131,"Flanders","West-Vlaanderen","Ieper",33016
"20-29","All","Mesen",117,"Flanders","West-Vlaanderen","Ieper",33016
"30-39","All","Mesen",177,"Flanders","West-Vlaanderen","Ieper",33016
"40-49","All","Mesen",118,"Flanders","West-Vlaanderen","Ieper",33016
"50-59","All","Mesen",119,"Flanders","West-Vlaanderen","Ieper",33016
"60-69","All","Mesen",119,"Flanders","West-Vlaanderen","Ieper",33016
"70-79","All","Mesen",76,"Flanders","West-Vlaanderen","Ieper",33016
"80-89","All","Mesen",51,"Flanders","West-Vlaanderen","Ieper",33016
"90+","All","Mesen",1,"Flanders","West-Vlaanderen","Ieper",33016
"All","All","Mesen",1047,"Flanders","West-Vlaanderen","Ieper",33016
"0-9","F","Messancy",456,"Wallonia","Luxembourg","Arlon",81015
"10-19","F","Messancy",487,"Wallonia","Luxembourg","Arlon",81015
"20-29","F","Messancy",483,"Wallonia","Luxembourg","Arlon",81015
"30-39","F","Messancy",552,"Wallonia","Luxembourg","Arlon",81015
"40-49","F","Messancy",588,"Wallonia","Luxembourg","Arlon",81015
"50-59","F","Messancy",580,"Wallonia","Luxembourg","Arlon",81015
"60-69","F","Messancy",448,"Wallonia","Luxembourg","Arlon",81015
"70-79","F","Messancy",309,"Wallonia","Luxembourg","Arlon",81015
"80-89","F","Messancy",192,"Wallonia","Luxembourg","Arlon",81015
"90+","F","Messancy",69,"Wallonia","Luxembourg","Arlon",81015
"All","F","Messancy",4164,"Wallonia","Luxembourg","Arlon",81015
"0-9","M","Messancy",495,"Wallonia","Luxembourg","Arlon",81015
"10-19","M","Messancy",533,"Wallonia","Luxembourg","Arlon",81015
"20-29","M","Messancy",487,"Wallonia","Luxembourg","Arlon",81015
"30-39","M","Messancy",527,"Wallonia","Luxembourg","Arlon",81015
"40-49","M","Messancy",648,"Wallonia","Luxembourg","Arlon",81015
"50-59","M","Messancy",563,"Wallonia","Luxembourg","Arlon",81015
"60-69","M","Messancy",433,"Wallonia","Luxembourg","Arlon",81015
"70-79","M","Messancy",260,"Wallonia","Luxembourg","Arlon",81015
"80-89","M","Messancy",130,"Wallonia","Luxembourg","Arlon",81015
"90+","M","Messancy",26,"Wallonia","Luxembourg","Arlon",81015
"All","M","Messancy",4102,"Wallonia","Luxembourg","Arlon",81015
"0-9","All","Messancy",951,"Wallonia","Luxembourg","Arlon",81015
"10-19","All","Messancy",1020,"Wallonia","Luxembourg","Arlon",81015
"20-29","All","Messancy",970,"Wallonia","Luxembourg","Arlon",81015
"30-39","All","Messancy",1079,"Wallonia","Luxembourg","Arlon",81015
"40-49","All","Messancy",1236,"Wallonia","Luxembourg","Arlon",81015
"50-59","All","Messancy",1143,"Wallonia","Luxembourg","Arlon",81015
"60-69","All","Messancy",881,"Wallonia","Luxembourg","Arlon",81015
"70-79","All","Messancy",569,"Wallonia","Luxembourg","Arlon",81015
"80-89","All","Messancy",322,"Wallonia","Luxembourg","Arlon",81015
"90+","All","Messancy",95,"Wallonia","Luxembourg","Arlon",81015
"All","All","Messancy",8266,"Wallonia","Luxembourg","Arlon",81015
"0-9","F","Mettet",694,"Wallonia","Namur","Namur",92087
"10-19","F","Mettet",790,"Wallonia","Namur","Namur",92087
"20-29","F","Mettet",825,"Wallonia","Namur","Namur",92087
"30-39","F","Mettet",852,"Wallonia","Namur","Namur",92087
"40-49","F","Mettet",890,"Wallonia","Namur","Namur",92087
"50-59","F","Mettet",934,"Wallonia","Namur","Namur",92087
"60-69","F","Mettet",796,"Wallonia","Namur","Namur",92087
"70-79","F","Mettet",515,"Wallonia","Namur","Namur",92087
"80-89","F","Mettet",317,"Wallonia","Namur","Namur",92087
"90+","F","Mettet",78,"Wallonia","Namur","Namur",92087
"All","F","Mettet",6691,"Wallonia","Namur","Namur",92087
"0-9","M","Mettet",705,"Wallonia","Namur","Namur",92087
"10-19","M","Mettet",803,"Wallonia","Namur","Namur",92087
"20-29","M","Mettet",802,"Wallonia","Namur","Namur",92087
"30-39","M","Mettet",802,"Wallonia","Namur","Namur",92087
"40-49","M","Mettet",923,"Wallonia","Namur","Namur",92087
"50-59","M","Mettet",1003,"Wallonia","Namur","Namur",92087
"60-69","M","Mettet",785,"Wallonia","Namur","Namur",92087
"70-79","M","Mettet",435,"Wallonia","Namur","Namur",92087
"80-89","M","Mettet",181,"Wallonia","Namur","Namur",92087
"90+","M","Mettet",23,"Wallonia","Namur","Namur",92087
"All","M","Mettet",6462,"Wallonia","Namur","Namur",92087
"0-9","All","Mettet",1399,"Wallonia","Namur","Namur",92087
"10-19","All","Mettet",1593,"Wallonia","Namur","Namur",92087
"20-29","All","Mettet",1627,"Wallonia","Namur","Namur",92087
"30-39","All","Mettet",1654,"Wallonia","Namur","Namur",92087
"40-49","All","Mettet",1813,"Wallonia","Namur","Namur",92087
"50-59","All","Mettet",1937,"Wallonia","Namur","Namur",92087
"60-69","All","Mettet",1581,"Wallonia","Namur","Namur",92087
"70-79","All","Mettet",950,"Wallonia","Namur","Namur",92087
"80-89","All","Mettet",498,"Wallonia","Namur","Namur",92087
"90+","All","Mettet",101,"Wallonia","Namur","Namur",92087
"All","All","Mettet",13153,"Wallonia","Namur","Namur",92087
"0-9","F","Meulebeke",500,"Flanders","West-Vlaanderen","Tielt",37007
"10-19","F","Meulebeke",524,"Flanders","West-Vlaanderen","Tielt",37007
"20-29","F","Meulebeke",631,"Flanders","West-Vlaanderen","Tielt",37007
"30-39","F","Meulebeke",645,"Flanders","West-Vlaanderen","Tielt",37007
"40-49","F","Meulebeke",681,"Flanders","West-Vlaanderen","Tielt",37007
"50-59","F","Meulebeke",800,"Flanders","West-Vlaanderen","Tielt",37007
"60-69","F","Meulebeke",639,"Flanders","West-Vlaanderen","Tielt",37007
"70-79","F","Meulebeke",516,"Flanders","West-Vlaanderen","Tielt",37007
"80-89","F","Meulebeke",359,"Flanders","West-Vlaanderen","Tielt",37007
"90+","F","Meulebeke",88,"Flanders","West-Vlaanderen","Tielt",37007
"All","F","Meulebeke",5383,"Flanders","West-Vlaanderen","Tielt",37007
"0-9","M","Meulebeke",519,"Flanders","West-Vlaanderen","Tielt",37007
"10-19","M","Meulebeke",594,"Flanders","West-Vlaanderen","Tielt",37007
"20-29","M","Meulebeke",666,"Flanders","West-Vlaanderen","Tielt",37007
"30-39","M","Meulebeke",683,"Flanders","West-Vlaanderen","Tielt",37007
"40-49","M","Meulebeke",692,"Flanders","West-Vlaanderen","Tielt",37007
"50-59","M","Meulebeke",881,"Flanders","West-Vlaanderen","Tielt",37007
"60-69","M","Meulebeke",694,"Flanders","West-Vlaanderen","Tielt",37007
